Indice,nome,ref,design,Data,Quant,Eur,numero_de_cliente
1341,"PEREIRAS & ALMEIDA, LDA.",J.BIAG006,FOLI-STOP 1KG,2024,36,1297.9,2801
1342,"PEREIRAS & ALMEIDA, LDA.",J.BIAG012,HYDRACUP - 5LT,2024,0,0,2801
1343,"PEREIRAS & ALMEIDA, LDA.",J.DAY0003,KELPAK- 5 LTº.,2024,24,1575.32,2801
1344,"PEREIRAS & ALMEIDA, LDA.",J.DAY0004,KELPAK - 20LTº.,2024,8,2041.97,2801
1345,"PEREIRAS & ALMEIDA, LDA.",J.DAY0007,RETENOL-5LTº.,2024,12,856.37,2801
1346,"PEREIRAS & ALMEIDA, LDA.",J.DAY0008,NATURAMIN WSP-1KG,2024,100,1958.4,2801
1347,"PEREIRAS & ALMEIDA, LDA.",J.DAY0009,NATURAMIN WSP-5KG,2024,0,0,2801
1348,"PEREIRAS & ALMEIDA, LDA.",J.DAY0010,MADUREL-5LTº.,2024,0,0,2801
1349,"PEREIRAS & ALMEIDA, LDA.",J.DAY0011,NATURFRUIT-5LTº.,2024,4,169.48,2801
1350,"PEREIRAS & ALMEIDA, LDA.",J.DAY0013,NATURCOMPLET-G-25KG,2024,40,902,2801
1351,"PEREIRAS & ALMEIDA, LDA.",J.DAY0023,RETENOL - 20LTº.,2024,15,4256.44,2801
1352,"PEREIRAS & ALMEIDA, LDA.",J.DAY0061,NATURVITAL PLUS - 20LTº.,2024,11,507.24,2801
1353,"PEREIRAS & ALMEIDA, LDA.",J.DAY0062,NATURVITAL PLUS - 1000LTº.,2024,0,0,2801
1354,"PEREIRAS & ALMEIDA, LDA.",J.DAY0116,VALTAR-5LTº.,2024,0,0,2801
1355,"PEREIRAS & ALMEIDA, LDA.",J.DAY0144,CYTOPLANT - 5LT,2024,44,5889.6,2801
1356,"PEREIRAS & ALMEIDA, LDA.",J.DAY0163,ENERPLUS-1KG,2024,1,0,2801
1357,"PEREIRAS & ALMEIDA, LDA.",J.DAY0166,EFICAL WSP - 5KG,2024,0,0,2801
1358,"PEREIRAS & ALMEIDA, LDA.",J.DAY0168,COP STAR - 20LTº,2024,0,0,2801
1359,"PEREIRAS & ALMEIDA, LDA.",J.DAY0175,NUPTAK-1KG,2024,0,0,2801
1360,"PEREIRAS & ALMEIDA, LDA.",J.JOV00019,RATRAP KIT,2024,24,0,2801
1361,"PEREIRAS & ALMEIDA, LDA.",J.JOV00043,SILIS - 5LT,2024,0,0,2801
1362,"PEREIRAS & ALMEIDA, LDA.",J.JOV00057,ZUPRA CZ-5LT,2024,0,0,2801
1363,"PEREIRAS & ALMEIDA, LDA.",J.JOV00058,ZUPRA CZ-20LT,2024,2,540,2801
1364,"PEREIRAS & ALMEIDA, LDA.",J.JOV00072,CITROMAZINC - 1LT,2024,120,8121,2801
1365,"PEREIRAS & ALMEIDA, LDA.",J.JOV00073,CITROMAZINC - 5LT,2024,282,9677.46,2801
1366,"PEREIRAS & ALMEIDA, LDA.",J.JOV00084,KOSMET - 5LT,2024,0,0,2801
1367,"PEREIRAS & ALMEIDA, LDA.",J.JOV00093,CLIN PLUS - 5LT,2024,262,6668.54,2801
1368,"PEREIRAS & ALMEIDA, LDA.",J.JOV00099,KUGEL EQUISETUM - 1LT,2024,50,404,2801
1369,"PEREIRAS & ALMEIDA, LDA.",J.JOV00114,KUGEL EQUISETUM - 10LT,2024,73,5851.37,2801
1370,"PEREIRAS & ALMEIDA, LDA.",J.JOV00116,ONI-ON - 1LT,2024,1,0,2801
1371,"PEREIRAS & ALMEIDA, LDA.",J.JOV00117,ONI-ON - 5LT,2024,40,2940.48,2801
1372,"PEREIRAS & ALMEIDA, LDA.",J.JOV00136,RIBATOP 5 - 500GR,2024,14,670.32,2801
1373,"PEREIRAS & ALMEIDA, LDA.",J.QM0029,MURIBROM BRODIFACOUM BLOCO-10KG,2024,0,0,2801
1374,"PEREIRAS & ALMEIDA, LDA.",J.SEIP010,NAPHOS - 5LT,2024,4,164.16,2801
1375,"PEREIRAS & ALMEIDA, LDA.",J.SEIP026,BRYOSEI - 5LT,2024,0,0,2801
1376,"PEREIRAS & ALMEIDA, LDA.",J.SEIP033,FUNGISEI - 1LT,2024,0,0,2801
1377,"PEREIRAS & ALMEIDA, LDA.",J.SEIP041,FUNGISEI - 5LT,2024,0,0,2801
1378,"PEREIRAS & ALMEIDA, LDA.",PAL.PQ,PALETE PEQUENA,2024,7,0,2801
1379,"PETALA SUGESTIVA - UNIPESSOAL, LDA",J.DAY0003,KELPAK- 5 LTº.,2024,1,69.88,21A
1380,"PETALA SUGESTIVA - UNIPESSOAL, LDA",J.DAY0004,KELPAK - 20LTº.,2024,1,273.92,21A
1381,"PETALA SUGESTIVA - UNIPESSOAL, LDA",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2024,13,53.56,21A
1382,"POTINHO CERTO, LDA",J.JOV00047,ZUM LACA - 300ML,2024,0,0,5664
1383,"POTINHO CERTO, LDA",J.QM0013,MASTERFLY - 1LT,2024,900,4212,5664
1384,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.DAY0003,KELPAK- 5 LTº.,2024,0,0,5612
1385,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.DAY0005,KELPAC -1LTº.,2024,1,0,5612
1386,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.DAY0006,RETENOL-1LTº.,2024,0,0,5612
1387,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.DAY0007,RETENOL-5LTº.,2024,20,1456.56,5612
1388,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.DAY0009,NATURAMIN WSP-5KG,2024,0,0,5612
1389,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.DAY0013,NATURCOMPLET-G-25KG,2024,0,0,5612
1390,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.DAY0023,RETENOL - 20LTº.,2024,4,1139.62,5612
1391,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2024,1,0,5612
1392,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.JOV00020,FORMIGEL - 3UN,2024,0,0,5612
1393,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.JOV00047,ZUM LACA - 300ML,2024,0,0,5612
1394,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2024,0,0,5612
1395,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.JOV00053,100 MOSCAS - 4x20gr,2024,0,0,5612
1396,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.JOV00084,KOSMET - 5LT,2024,0,0,5612
1397,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.JOV00117,ONI-ON - 5LT,2024,28,1871.24,5612
1398,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.KEY006,KEYFOL - 300 GR,2024,25,104,5612
1399,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.KEY012,FLUROKEY - 100ML,2024,0,0,5612
1400,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.PEL006,RODEX TRIGO - 150GR,2024,0,0,5612
1401,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2024,0,0,5612
1402,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2024,0,0,5612
1403,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.QM0035,DIPTRON RTU - 500ML,2024,0,0,5612
1404,"PRORURAL-PRODUTOS AGRICOLAS, LDA",J.QM0036,MASTERFLY - 520ML,2024,0,0,5612
1405,"PRORURAL-PRODUTOS AGRICOLAS, LDA",TRANSP.MERC.,Transporte de Mercadorias,2024,1,11.62,5612
1406,"RAÇÕES E FORRAGENS CASTANHEIRA, UNIPESSOAL, LDA",J.JOV00047,ZUM LACA - 300ML,2024,0,0,5A
1407,"RAÇÕES E FORRAGENS CASTANHEIRA, UNIPESSOAL, LDA",J.JOV00048,ZUM VOADORES - 600ML,2024,0,0,5A
1408,"RAÇÕES E FORRAGENS CASTANHEIRA, UNIPESSOAL, LDA",J.JOV00054,100 MOSCAS - 240gr,2024,0,0,5A
1409,"RAÇÕES E FORRAGENS CASTANHEIRA, UNIPESSOAL, LDA",J.JOV00055,100 MOSCAS - ARM 10lt,2024,0,0,5A
1410,"RAÇÕES E FORRAGENS CASTANHEIRA, UNIPESSOAL, LDA",J.KEY012,FLUROKEY - 100ML,2024,0,0,5A
1411,"RAÇÕES E FORRAGENS CASTANHEIRA, UNIPESSOAL, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2024,0,0,5A
1412,"RAÇÕES E FORRAGENS CASTANHEIRA, UNIPESSOAL, LDA",J.QM0036,MASTERFLY - 520ML,2024,0,0,5A
1413,"SANTIAGO & Cª,  LDA",J.PEL004,VERTOX PELLET - 150GR,2024,0,0,2668
1414,"SANTIAGO & Cª,  LDA",J.PEL006,RODEX TRIGO - 150GR,2024,1400,740.88,2668
1415,"SANTIAGO & Cª,  LDA",J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2024,1700,1199.52,2668
1416,"SANTIAGO & Cª,  LDA",J.QM0036,MASTERFLY - 520ML,2024,0,0,2668
1417,"SOCIEDADE AGRIC.E TURISTICA QTª.DO INFERNINHO,LDA",J.BARC001,GLYFOFLASH XL - 1LT,2024,24,100.8,4A
1418,"SOCIEDADE AGRIC.E TURISTICA QTª.DO INFERNINHO,LDA",J.BARC002,GLYFOFLASH XL - 5LT,2024,40,690,4A
1419,"SOCIEDADE AGRIC.E TURISTICA QTª.DO INFERNINHO,LDA",J.BARC003,GLYFOFLASH XL - 20LT,2024,40,2476,4A
1420,"SOCIEDADE AGRIC.E TURISTICA QTª.DO INFERNINHO,LDA",J.PEL006,RODEX TRIGO - 150GR,2024,140,71.4,4A
1421,"SOCIEDADE AGRIC.E TURISTICA QTª.DO INFERNINHO,LDA",J.PEL007,ROBAN PASTA - 150GR,2024,420,273,4A
1422,"SOCIEDADE AGRIC.E TURISTICA QTª.DO INFERNINHO,LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2024,180,106.2,4A
1423,"SOCIEDADE AGRIC.E TURISTICA QTª.DO INFERNINHO,LDA",PAL.PQ,PALETE PEQUENA,2024,1,0,4A
1424,SÓNIA DA CONCEIÇÃO DA CRUZ MARTINS,J.SEIP017,GLUCOSEI - 1LT,2024,0,0,24A 
1425,SÓNIA DA CONCEIÇÃO DA CRUZ MARTINS,J.SEIP030,AMICOS-SYSTEM - 1LT,2024,0,0,24A 
1426,SÓNIA DA CONCEIÇÃO DA CRUZ MARTINS,TRANSP.MERC.,Transporte de Mercadorias,2024,0,0,24A 
1427,"TABLANDI-COMERCIO DE MATERIAIS DE CONSTRUÇÃO, LDA",J.DAY0006,RETENOL-1LTº.,2024,24,438.37,3A
1428,"TABLANDI-COMERCIO DE MATERIAIS DE CONSTRUÇÃO, LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2024,0,0,3A
1429,"TABLANDI-COMERCIO DE MATERIAIS DE CONSTRUÇÃO, LDA",J.DAY0090,NATURMIX MG - 1LTº.,2024,0,0,3A
1430,"TABLANDI-COMERCIO DE MATERIAIS DE CONSTRUÇÃO, LDA",J.JOV00042,SILIS - 1LT,2024,12,190.32,3A
1431,"TABLANDI-COMERCIO DE MATERIAIS DE CONSTRUÇÃO, LDA",J.QM0010,DIPTRON - 100ML,2024,24,256.5,3A
1432,"TABLANDI-COMERCIO DE MATERIAIS DE CONSTRUÇÃO, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2024,24,149.69,3A
1433,"UFCB - UNIÃO DOS FRUTICULTORES DA COVA DA BEIRA, LDA",J.DAY0001,SYNCRON-5LTº.,2024,8,564.96,2A
1434,"UFCB - UNIÃO DOS FRUTICULTORES DA COVA DA BEIRA, LDA",J.DAY0002,NITROACTIVE - 20LTº.,2024,20,1048.4,2A
1435,"UFCB - UNIÃO DOS FRUTICULTORES DA COVA DA BEIRA, LDA",PAL.EUR.,EURO PALETE,2024,1,0,2A
1438,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.BARC002,GLYFOFLASH XL - 5LT,2024,40,729.6,4324
1439,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.DAY0005,KELPAC -1LTº.,2024,12,2074,4324
1440,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.JOV00019,RATRAP KIT,2024,12,12,4324
1441,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.JOV00037,HARPUN - 100ML,2024,60,131.22,4324
1442,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.JOV00131,COMPLESAL CALCIO - 1LT,2024,12,828,4324
1443,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.PEL006,RODEX TRIGO - 150GR,2024,140,105,4324
1444,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.PEL007,ROBAN PASTA - 150GR,2024,140,91,4324
1445,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2024,45,181.35,4324
1446,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2024,270,159.3,4324
1447,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.QM0035,DIPTRON RTU - 500ML,2024,8,48.6,4324
1448,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.ZA00077,TOPAZE - 70 ML,2024,200,728,4324
1449,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.ZA00588,CUPRANTOL DUO - 500GR,2024,132,717.6,4324
1450,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",J.ZA00604,KARATE TRAP - 62GR,2024,50,147,4324
1451,"VALAGRO-COMÉRCIO DE PROD. P/AGRICULTURA,LDA",PAL.PQ,PALETE PEQUENA,2024,1,0,4324
1452,"VAROSA CAMPO,COMERCIO PROD.P/AGRICULTURA,UNIP.,LDA",J.QM0010,DIPTRON - 100ML,2024,5,0,6102
1453,"VAROSA CAMPO,COMERCIO PROD.P/AGRICULTURA,UNIP.,LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2024,5,0,6102
1454,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.DAY0005,KELPAC -1LTº.,2024,0,0,4040
1455,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.JOV00028,CUC 75 FLOW - 1 LT,2024,0,0,4040
1456,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.JOV00037,HARPUN - 100ML,2024,30,65.61,4040
1457,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2024,12,107.46,4040
1458,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.JOV00053,100 MOSCAS - 4x20gr,2024,6,41.31,4040
1459,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.JOV00054,100 MOSCAS - 240gr,2024,3,30.38,4040
1460,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.JOV00055,100 MOSCAS - ARM 10lt,2024,3,45.77,4040
1461,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.JOV00072,CITROMAZINC - 1LT,2024,12,115.56,4040
1462,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.JOV00083,KOSMET - 1LT,2024,0,0,4040
1463,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.JOV00116,ONI-ON - 1LT,2024,20,357.21,4040
1464,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.JOV00120,VASAL - 1LT,2024,12,210.33,4040
1465,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.KEY001,INSECTOIL - 1 LT,2024,12,48.6,4040
1466,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.KEY012,FLUROKEY - 100ML,2024,0,0,4040
1467,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.PEL004,VERTOX PELLET - 150GR,2024,0,0,4040
1468,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.PEL006,RODEX TRIGO - 150GR,2024,70,44.89,4040
1469,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.PEL007,ROBAN PASTA - 150GR,2024,140,119.7,4040
1470,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2024,90,415.53,4040
1471,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.PHER016,SAVALIM - 1LT,2024,12,155.52,4040
1472,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.QM0010,DIPTRON - 100ML,2024,24,176.4,4040
1473,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2024,0,0,4040
1474,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2024,0,0,4040
1475,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.QM0035,DIPTRON RTU - 500ML,2024,8,31.2,4040
1476,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.QM0036,MASTERFLY - 520ML,2024,0,0,4040
1477,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.SEIP025,BRYOSEI - 1LT,2024,0,0,4040
1478,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.ZA00088,QUADRIS MAX -150 ML,2024,0,0,4040
1479,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.ZA00556,DYNALI - 100 ML,2024,0,0,4040
1480,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.ZA00588,CUPRANTOL DUO - 500GR,2024,60,338.4,4040
1481,"VICTOR & LOURENÇO- CASA AGRICOLA , LDA",J.ZA00615,RIDOMIL 25 - 200GR,2024,0,0,4040
1482,"A. GAUDENCIO FERREIRA & FILHOS, LDA",J.BARC002,GLYFOFLASH XL - 5LT,2025,0,0,4778
1483,"A. GAUDENCIO FERREIRA & FILHOS, LDA",J.PEL006,RODEX TRIGO - 150GR,2025,1680,0,4778
1484,"A. GAUDENCIO FERREIRA & FILHOS, LDA",J.PEL007,ROBAN PASTA - 150GR,2025,4200,0,4778
1485,"A. GAUDENCIO FERREIRA & FILHOS, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2025,360,0,4778
1486,"A. GAUDENCIO FERREIRA & FILHOS, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2025,1800,0,4778
1487,"A. GAUDENCIO FERREIRA & FILHOS, LDA",PAL.EUR.,EURO PALETE,2025,0,0,4778
1488,"AGRIMUR - UNIPESSOAL, LDA",J.DAY0006,RETENOL-1LTº.,2025,0,0,5076
1489,"AGRIMUR - UNIPESSOAL, LDA",J.JOV00028,CUC 75 FLOW - 1 LT,2025,0,0,5076
1490,"AGRIMUR - UNIPESSOAL, LDA",J.KEY012,FLUROKEY - 100ML,2025,0,0,5076
1491,"AGRIMUR - UNIPESSOAL, LDA",J.SP0009,BORDOGREEN CONCENTRADO-100ML,2025,0,0,5076
1492,AGRIPEC-GONÇALVES E MEIRELES,J.BIAG006,FOLI-STOP 1KG,2025,0,0,4325
1493,AGRIPEC-GONÇALVES E MEIRELES,J.BIAG011,HYDRACUP - 1LT,2025,0,0,4325
1494,AGRIPEC-GONÇALVES E MEIRELES,J.DAY0060,"NATURAMIN-WSP - 0,5KG",2025,0,0,4325
1495,AGRIPEC-GONÇALVES E MEIRELES,J.DAY0162,PROMOSTAR-5LTº.,2025,0,0,4325
1496,AGRIPEC-GONÇALVES E MEIRELES,J.JOV00020,FORMIGEL - 3UN,2025,0,0,4325
1497,AGRIPEC-GONÇALVES E MEIRELES,J.JOV00030,FERREX JARDIM - 300GR,2025,0,0,4325
1498,AGRIPEC-GONÇALVES E MEIRELES,J.JOV00083,KOSMET - 1LT,2025,0,0,4325
1499,AGRIPEC-GONÇALVES E MEIRELES,J.MV000002,TABERDOG CÃO COLEIRA ANTIP.-60CM,2025,0,0,4325
1500,AGRIPEC-GONÇALVES E MEIRELES,J.MV000232,TABERDOG COLEIRA CÃO PEQ ANTIP.-40CM,2025,0,0,4325
1501,AGRIPEC-GONÇALVES E MEIRELES,J.QM0010,DIPTRON - 100ML,2025,0,0,4325
1502,AGRIPEC-GONÇALVES E MEIRELES,J.QM0014,MASTERFLY  VESPAS- 1LT,2025,0,0,4325
1503,AGRIPEC-GONÇALVES E MEIRELES,J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2025,0,0,4325
1504,AGRIPEC-GONÇALVES E MEIRELES,J.QM0029,MURIBROM BRODIFACOUM BLOCO-10KG,2025,0,0,4325
1505,AGRIPEC-GONÇALVES E MEIRELES,J.QM0035,DIPTRON RTU - 500ML,2025,0,0,4325
1506,AGRIPEC-GONÇALVES E MEIRELES,J.SEIP009,NAPHOS - 1LT,2025,0,0,4325
1507,AGRIPEC-GONÇALVES E MEIRELES,J.UNIV0015,"ARPON ""G"" - 100ML",2025,0,0,4325
1508,AGRIPEC-GONÇALVES E MEIRELES,J.UNIV0018,"ARPON ""G"" - 1LTº.",2025,0,0,4325
1509,"AGRIREBOREDO, LDA",J.BARC002,GLYFOFLASH XL - 5LT,2025,0,0,20A
1510,"AGRIREBOREDO, LDA",J.BARC003,GLYFOFLASH XL - 20LT,2025,0,0,20A
1511,"AGRIREBOREDO, LDA",J.JOV00142,KENPYR - 5LT,2025,16,0,20A
1512,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.BARC003,GLYFOFLASH XL - 20LT,2025,0,0,19A
1513,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.JOV00019,RATRAP KIT,2025,0,0,19A
1514,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2025,12,0,19A
1515,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.JOV00053,100 MOSCAS - 4x20gr,2025,6,0,19A
1516,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.KEY012,FLUROKEY - 100ML,2025,0,0,19A
1517,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.PEL007,ROBAN PASTA - 150GR,2025,560,0,19A
1518,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2025,30,0,19A
1519,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.SP0009,BORDOGREEN CONCENTRADO-100ML,2025,48,0,19A
1520,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00011,TOUCHDOWN PREMIUM - 20 LT,2025,0,0,19A
1521,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2025,50,0,19A
1522,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00074,THIOVIT - 400 GR,2025,20,0,19A
1523,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00077,TOPAZE - 70 ML,2025,20,0,19A
1524,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00204,TOUCHDOWN PREMIUM - 5 LT,2025,0,0,19A
1525,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00558,KARATE ZEON + 1.5CS-100ML,2025,20,0,19A
1526,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",J.ZA00615,RIDOMIL 25 - 200GR,2025,50,0,19A
1527,"AGRO AIRES & FERREIRA, COM. DE SEMENTES E QUIMICOS, LDA",PAL.EUR.,EURO PALETE,2025,0,0,19A
1528,"AGROMONTENEGRO,LDA",J.BARC002,GLYFOFLASH XL - 5LT,2025,0,0,4061
1529,"AGROMONTENEGRO,LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2025,0,0,4061
1530,"AGROMONTENEGRO,LDA",PAL.EUR.,EURO PALETE,2025,0,0,4061
1531,"ALVES E MADEIRA, LDA",J.JOV00030,FERREX JARDIM - 300GR,2025,40,0,2303
1532,"ALVES E MADEIRA, LDA",J.JOV00127,COMPLESAL 12-4-6 1LT,2025,12,0,2303
1533,"ALVES E MADEIRA, LDA",J.JOV00129,COMPLESAL 5-8-10 1LT,2025,12,0,2303
1534,"ALVES E MADEIRA, LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2025,0,0,2303
1535,"ALVES E MADEIRA, LDA",J.QM0035,DIPTRON RTU - 500ML,2025,0,0,2303
1541,ANTÓNIO AUGUSTO LAJA,J.DAY0005,KELPAC -1LTº.,2025,0,0,2851
1542,ANTÓNIO AUGUSTO LAJA,J.DAY0006,RETENOL-1LTº.,2025,24,0,2851
1543,ANTÓNIO AUGUSTO LAJA,J.DAY0007,RETENOL-5LTº.,2025,4,0,2851
1544,ANTÓNIO AUGUSTO LAJA,J.DAY0009,NATURAMIN WSP-5KG,2025,4,0,2851
1545,ANTÓNIO AUGUSTO LAJA,J.DAY0013,NATURCOMPLET-G-25KG,2025,0,0,2851
1546,ANTÓNIO AUGUSTO LAJA,J.DAY0022,NATURFRUIT - 1LTº.,2025,12,0,2851
1547,ANTÓNIO AUGUSTO LAJA,J.DAY0060,"NATURAMIN-WSP - 0,5KG",2025,0,0,2851
1548,ANTÓNIO AUGUSTO LAJA,J.DAY0071,NATURQUEL BORO-1LTº.,2025,0,0,2851
1549,ANTÓNIO AUGUSTO LAJA,J.DAY0072,NATURQUEL BORO-5 LTº.,2025,44,0,2851
1550,ANTÓNIO AUGUSTO LAJA,J.DAY0073,NATURQUEL BORO-20 LTº.,2025,11,0,2851
1551,ANTÓNIO AUGUSTO LAJA,J.DAY0172,NATURAL WSP - 1KG,2025,0,0,2851
1552,ANTÓNIO AUGUSTO LAJA,J.JOV00030,FERREX JARDIM - 300GR,2025,20,0,2851
1553,ANTÓNIO AUGUSTO LAJA,J.JOV00083,KOSMET - 1LT,2025,0,0,2851
1554,ANTÓNIO AUGUSTO LAJA,J.JOV00114,KUGEL EQUISETUM - 10LT,2025,8,0,2851
1555,ANTÓNIO AUGUSTO LAJA,J.JOV00130,COMPLESAL 5-8-10 5LT,2025,8,0,2851
1556,ANTÓNIO AUGUSTO LAJA,J.PEL004,VERTOX PELLET - 150GR,2025,350,0,2851
1557,ANTÓNIO AUGUSTO LAJA,J.PEL006,RODEX TRIGO - 150GR,2025,350,0,2851
1558,ANTÓNIO AUGUSTO LAJA,J.QM0013,MASTERFLY - 1LT,2025,0,0,2851
1559,ANTÓNIO AUGUSTO LAJA,J.SEIP029,SEPTUM - 5LT,2025,0,0,2851
1560,ANTÓNIO AUGUSTO LAJA,J.UNIV0015,"ARPON ""G"" - 100ML",2025,0,0,2851
1561,ANTÓNIO AUGUSTO LAJA,PAL.PQ,PALETE PEQUENA,2025,0,0,2851
1562,ANTÓNIO DOS SANTOS CARVALHO-CABEÇA DE CASAL HERANÇA DE,J.BARC001,GLYFOFLASH XL - 1LT,2025,0,0,5273
